nom_joueur,club,position,minutes_jouées,match_joués,buts,passes_décisives,distance_parcourue_(km),corner_tiré,hors_jeu,dribbles,total_tir,tir_cadré,tir_non_cadré,tir_bloqué,ballons_récupérés,tacles,tacles_réussi,tacles_loupé,joueur_éliminé,fautes_commmies,fautes_subies,carton_jaune,carton_rouge,%_passes_réussies,passes_tentées,passes_réussies,%_transversales_réussies,transversales_tentées,transversales_réussies,coup_franc_tirés,tirs_sauvés,buts_concédés,penalty_sauvé,cleansheets,but_du_pied_droit,but_du_pied_gauche,but_de_la_tête,but_autres_façons,but_intérieur_surface,but_dehors_surface,penaltys
Tetê,Shakhtar Donetsk,Attaquant,373,6,0,0,44.5,0.0,0.0,0.0,9.0,2.0,4.0,3.0,6.0,1.0,0.0,1.0,0.0,6.0,10.0,0.0,0.0,86.5,129.0,110.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Demiral,Atalanta,Defenseur,370,6,1,0,42.2,0.0,0.0,0.0,2.0,2.0,0.0,0.0,31.0,3.0,1.0,2.0,21.0,4.0,2.0,1.0,0.0,92.2,176.0,162.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Gonçalo Ramos,Benfica,Attaquant,369,7,1,1,52.1,0.0,0.0,4.0,10.0,2.0,4.0,4.0,14.0,0.0,0.0,0.0,2.0,8.0,6.0,2.0,0.0,78.3,101.0,76.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Luís Neto,Sporting CP,Defenseur,368,6,0,0,38.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,13.0,7.0,6.0,13.0,0.0,0.0,0.0,0.0,90.7,220.0,202.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pulišić,Chelsea,Milieu,367,7,2,1,47.3,0.0,1.0,11.0,6.0,2.0,4.0,0.0,3.0,3.0,1.0,2.0,0.0,4.0,4.0,0.0,0.0,86.3,123.0,106.0,25.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
Ronald Araújo,Barcelona,Defenseur,367,5,0,0,36.4,0.0,0.0,0.0,3.0,0.0,3.0,0.0,19.0,8.0,6.0,2.0,9.0,1.0,5.0,1.0,0.0,86.0,192.0,167.0,33.0,3.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kędziora,Dynamo Kyiv,Defenseur,366,5,0,0,44.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,4.0,4.0,8.0,3.0,3.0,0.0,0.0,82.0,129.0,106.0,16.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danilo,Paris,Milieu,362,7,0,0,40.6,0.0,0.0,0.0,2.0,0.0,2.0,0.0,15.0,4.0,2.0,2.0,10.0,6.0,3.0,2.0,0.0,79.4,199.0,185.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roussillon,Wolfsburg,Defenseur,362,6,0,0,41.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,27.0,3.0,2.0,1.0,8.0,4.0,2.0,2.0,0.0,78.7,131.0,103.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tolói,Atalanta,Defenseur,360,4,0,0,45.2,0.0,0.0,0.0,4.0,1.0,3.0,0.0,34.0,6.0,5.0,1.0,6.0,3.0,1.0,0.0,0.0,83.3,231.0,189.0,50.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matviyenko,Shakhtar Donetsk,Defenseur,360,4,0,0,43.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,27.0,2.0,1.0,1.0,9.0,2.0,3.0,0.0,0.0,92.8,350.0,328.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kritsyuk,Zenit,Gardien,360,4,0,0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.3,97.0,74.0,0.0,0.0,0.0,9.0,12.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Loftus-Cheek,Chelsea,Attaquant,358,8,0,1,44.2,0.0,0.0,15.0,5.0,1.0,3.0,1.0,11.0,4.0,2.0,2.0,2.0,5.0,9.0,2.0,0.0,80.3,252.0,229.0,42.0,7.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hummels,Dortmund,Defenseur,358,5,0,0,41.2,0.0,0.0,0.0,3.0,0.0,3.0,0.0,28.0,8.0,1.0,7.0,12.0,6.0,1.0,1.0,1.0,86.8,310.0,277.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Castañeda,Sheriff,Milieu,357,5,0,0,45.5,0.0,0.0,0.0,4.0,2.0,1.0,1.0,11.0,8.0,1.0,7.0,3.0,5.0,5.0,0.0,0.0,79.6,90.0,73.0,25.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Klostermann,Leipzig,Defenseur,357,5,0,0,42.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,4.0,3.0,1.0,17.0,3.0,0.0,1.0,0.0,85.8,161.0,140.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Birmančević,Malmö,Milieu,356,6,0,1,44.6,0.0,0.0,19.0,5.0,0.0,4.0,1.0,8.0,6.0,3.0,3.0,2.0,1.0,10.0,0.0,0.0,75.0,92.0,66.0,33.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ismaily,Shakhtar Donetsk,Defenseur,355,5,0,0,44.8,0.0,0.0,0.0,3.0,0.0,3.0,0.0,19.0,1.0,1.0,0.0,13.0,1.0,4.0,0.0,0.0,86.0,184.0,159.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Larin,Beşiktaş,Attaquant,354,5,1,0,40.2,0.0,0.0,0.0,8.0,5.0,2.0,1.0,7.0,7.0,2.0,5.0,4.0,7.0,11.0,3.0,0.0,78.0,100.0,78.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Varane,Man. United,Defenseur,353,5,0,0,34.2,0.0,0.0,0.0,2.0,2.0,0.0,0.0,34.0,0.0,0.0,0.0,18.0,3.0,2.0,1.0,0.0,88.0,245.0,222.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jesus,Man. City,Attaquant,352,8,4,1,41.9,0.0,4.0,7.0,9.0,7.0,1.0,1.0,6.0,3.0,2.0,1.0,1.0,9.0,3.0,3.0,0.0,86.0,131.0,113.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
Brahim Díaz,Milan,Milieu,351,5,1,1,43.9,0.0,0.0,19.0,5.0,2.0,2.0,1.0,6.0,2.0,2.0,0.0,1.0,3.0,12.0,1.0,0.0,78.8,124.0,98.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
João Mário,Porto,Attaquant,351,4,0,0,39.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,0.0,1.0,6.0,1.0,4.0,0.0,0.0,75.3,126.0,95.0,11.0,9.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fernando,Shakhtar Donetsk,Milieu,350,5,2,0,34.8,0.0,0.0,0.0,12.0,5.0,4.0,3.0,6.0,2.0,0.0,2.0,1.0,6.0,3.0,1.0,0.0,80.4,77.0,63.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
Pepe,Porto,Defenseur,349,5,0,0,39.8,0.0,0.0,0.0,2.0,1.0,1.0,0.0,30.0,4.0,2.0,2.0,17.0,3.0,6.0,1.0,0.0,86.0,190.0,163.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fernandinho,Man. City,Milieu,347,8,0,2,44.7,0.0,0.0,1.0,4.0,0.0,2.0,2.0,17.0,9.0,4.0,5.0,1.0,1.0,12.0,1.0,0.0,85.3,291.0,254.0,40.0,5.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luis Suárez,Atlético,Attaquant,347,7,1,0,38.7,0.0,0.0,0.0,8.0,2.0,5.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,4.0,2.0,0.0,67.0,84.0,57.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Pogba,Man. United,Milieu,347,6,0,0,30.9,0.0,0.0,0.0,2.0,1.0,0.0,1.0,9.0,5.0,3.0,2.0,4.0,7.0,7.0,0.0,0.0,83.0,191.0,157.0,66.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Camara,Young Boys,Defenseur,347,4,0,0,30.5,0.0,0.0,0.0,2.0,1.0,1.0,0.0,22.0,7.0,3.0,4.0,11.0,4.0,0.0,0.0,0.0,87.0,208.0,185.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Okafor,Salzburg,Milieu,345,6,3,0,40.0,0.0,0.0,0.0,7.0,5.0,1.0,1.0,3.0,5.0,0.0,5.0,0.0,5.0,2.0,1.0,0.0,51.0,80.0,51.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
Ghezzal,Beşiktaş,Milieu,345,5,1,0,38.3,0.0,0.0,0.0,8.0,2.0,6.0,0.0,8.0,7.0,1.0,6.0,0.0,4.0,6.0,1.0,0.0,69.0,161.0,113.0,14.0,14.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
Lenglet,Barcelona,Defenseur,345,4,0,0,40.4,0.0,0.0,0.0,4.0,1.0,2.0,1.0,17.0,6.0,2.0,4.0,2.0,3.0,2.0,1.0,0.0,89.3,304.0,274.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taarabt,Benfica,Milieu,343,9,0,0,45.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,4.0,1.0,3.0,1.0,5.0,4.0,2.0,0.0,83.5,149.0,127.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pedrinho,Shakhtar Donetsk,Milieu,343,4,0,0,40.9,0.0,0.0,0.0,10.0,2.0,4.0,4.0,4.0,2.0,0.0,2.0,0.0,5.0,3.0,0.0,0.0,88.0,170.0,150.0,50.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Siebatcheu,Young Boys,Attaquant,341,6,2,0,35.6,0.0,0.0,0.0,10.0,3.0,6.0,1.0,5.0,1.0,0.0,1.0,2.0,7.0,3.0,0.0,0.0,68.3,64.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0
Vranckx,Wolfsburg,Milieu,337,4,0,0,41.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,17.0,4.0,0.0,4.0,3.0,8.0,7.0,0.0,0.0,80.0,95.0,77.0,50.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chiesa,Juventus,Attaquant,336,4,2,0,37.5,0.0,0.0,0.0,13.0,4.0,8.0,1.0,4.0,1.0,0.0,1.0,1.0,5.0,11.0,0.0,0.0,84.5,90.0,77.0,25.0,12.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
Gvardiol,Leipzig,Defenseur,334,6,0,0,41.5,0.0,0.0,0.0,4.0,0.0,2.0,2.0,39.0,9.0,5.0,4.0,12.0,8.0,3.0,0.0,0.0,86.3,196.0,162.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tonali,Milan,Milieu,333,6,0,0,44.4,0.0,0.0,0.0,2.0,0.0,1.0,1.0,21.0,2.0,2.0,0.0,6.0,3.0,6.0,0.0,0.0,78.5,184.0,148.0,33.0,9.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jesús Navas,Sevilla,Defenseur,332,4,0,0,40.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,15.0,0.0,0.0,0.0,5.0,3.0,4.0,1.0,0.0,83.5,249.0,209.0,31.0,19.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sobol,Club Brugge,Defenseur,331,4,0,1,39.1,0.0,0.0,4.0,2.0,0.0,2.0,0.0,14.0,4.0,3.0,1.0,11.0,3.0,2.0,0.0,0.0,75.0,96.0,74.0,25.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brooks,Wolfsburg,Defenseur,331,4,0,0,36.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,3.0,2.0,1.0,23.0,5.0,0.0,3.0,1.0,85.0,167.0,143.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trigueros,Villarreal,Milieu,330,9,1,0,42.9,0.0,0.0,0.0,6.0,6.0,0.0,0.0,8.0,6.0,1.0,5.0,4.0,3.0,6.0,0.0,0.0,81.3,142.0,116.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Pedro Gonçalves,Sporting CP,Milieu,329,5,4,2,41.3,7.0,0.0,10.0,13.0,7.0,3.0,3.0,10.0,4.0,3.0,1.0,1.0,3.0,4.0,0.0,0.0,64.2,83.0,54.0,62.0,8.0,5.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,1.0,1.0
Mbabu,Wolfsburg,Defenseur,328,6,0,0,38.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,17.0,7.0,5.0,2.0,16.0,7.0,3.0,2.0,0.0,64.8,141.0,96.0,31.0,16.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solet,Salzburg,Defenseur,328,5,0,0,38.9,0.0,0.0,0.0,2.0,2.0,0.0,0.0,36.0,1.0,0.0,1.0,18.0,4.0,0.0,0.0,0.0,84.6,142.0,123.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christiansen,Malmö,Milieu,328,4,0,0,41.9,0.0,0.0,0.0,5.0,1.0,3.0,1.0,13.0,2.0,0.0,2.0,4.0,3.0,3.0,1.0,0.0,80.8,193.0,163.0,16.0,12.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordán,Sevilla,Milieu,327,6,1,0,43.3,0.0,0.0,0.0,3.0,2.0,0.0,1.0,18.0,6.0,2.0,4.0,2.0,10.0,4.0,2.0,1.0,91.5,221.0,203.0,50.0,4.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Herrera,Paris,Milieu,326,6,1,0,44.3,0.0,0.0,0.0,3.0,2.0,0.0,1.0,12.0,9.0,6.0,3.0,5.0,6.0,5.0,1.0,0.0,80.3,224.0,199.0,50.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Garmash,Dynamo Kyiv,Milieu,325,6,1,0,42.7,0.0,0.0,0.0,7.0,3.0,1.0,3.0,10.0,9.0,2.0,7.0,1.0,11.0,15.0,2.0,0.0,78.5,88.0,69.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Aké,Man. City,Defenseur,324,6,1,0,36.9,0.0,0.0,0.0,4.0,1.0,3.0,0.0,19.0,3.0,3.0,0.0,19.0,3.0,4.0,1.0,0.0,90.3,259.0,244.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
L. Nmecha,Wolfsburg,Attaquant,322,5,2,0,42.0,0.0,0.0,0.0,9.0,4.0,1.0,4.0,7.0,5.0,2.0,3.0,3.0,8.0,9.0,3.0,0.0,79.8,66.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0
Solomon,Shakhtar Donetsk,Milieu,322,5,0,0,42.3,0.0,0.0,0.0,7.0,1.0,4.0,2.0,6.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,90.0,136.0,123.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gómez,Sevilla,Attaquant,322,5,0,0,36.7,0.0,0.0,0.0,5.0,1.0,1.0,3.0,8.0,1.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,83.8,176.0,148.0,13.0,15.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kessié,Milan,Milieu,321,5,0,1,41.2,0.0,0.0,0.0,4.0,1.0,2.0,1.0,15.0,4.0,0.0,4.0,5.0,9.0,6.0,2.0,1.0,85.0,175.0,150.0,100.0,4.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lukaku,Chelsea,Attaquant,320,6,2,0,31.5,0.0,0.0,0.0,11.0,3.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,79.5,61.0,49.0,75.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0
Grujić,Porto,Milieu,320,6,0,1,40.9,0.0,0.0,3.0,7.0,6.0,1.0,0.0,16.0,8.0,3.0,5.0,4.0,9.0,4.0,1.0,0.0,76.5,131.0,110.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paredes,Paris,Milieu,315,5,0,0,36.9,0.0,0.0,0.0,1.0,0.0,1.0,0.0,18.0,8.0,1.0,7.0,1.0,7.0,5.0,3.0,0.0,93.8,315.0,298.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Calabria,Milan,Defenseur,315,4,0,0,38.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,23.0,0.0,0.0,0.0,11.0,2.0,3.0,0.0,0.0,76.3,120.0,91.0,25.0,8.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Orbán,Leipzig,Defenseur,315,4,0,0,35.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,5.0,4.0,1.0,10.0,4.0,3.0,1.0,0.0,92.0,194.0,176.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lovren,Zenit,Defenseur,315,4,0,0,34.7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,19.0,1.0,1.0,0.0,19.0,2.0,0.0,2.0,0.0,88.8,159.0,141.0,50.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dahlin,Malmö,Gardien,315,4,0,0,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,53.0,98.0,52.0,0.0,0.0,0.0,13.0,19.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Evanilson,Porto,Attaquant,313,4,0,0,34.9,0.0,0.0,0.0,4.0,1.0,2.0,1.0,4.0,6.0,2.0,4.0,3.0,9.0,15.0,0.0,0.0,79.5,72.0,58.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Welinton,Beşiktaş,Defenseur,313,4,0,0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,13.0,4.0,9.0,11.0,6.0,1.0,1.0,1.0,81.5,183.0,158.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruno,Sheriff,Milieu,312,6,0,0,38.5,0.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,2.0,2.0,0.0,6.0,7.0,5.0,0.0,0.0,76.2,82.0,63.0,50.0,6.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moreno,Villarreal,Defenseur,309,7,1,0,41.7,0.0,0.0,0.0,3.0,2.0,1.0,0.0,8.0,4.0,0.0,4.0,6.0,5.0,3.0,2.0,0.0,82.3,135.0,110.0,100.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Montero,Beşiktaş,Defenseur,306,4,1,0,34.6,0.0,0.0,0.0,1.0,1.0,0.0,0.0,27.0,12.0,6.0,6.0,11.0,4.0,3.0,2.0,0.0,85.8,168.0,147.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Vrsaljko,Atlético,Defenseur,304,5,0,0,36.9,0.0,0.0,0.0,2.0,1.0,1.0,0.0,23.0,6.0,3.0,3.0,8.0,12.0,2.0,1.0,0.0,65.6,80.0,55.0,20.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greenwood,Man. United,Attaquant,304,4,1,1,38.1,0.0,3.0,6.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,0.0,85.8,143.0,123.0,40.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Azmoun,Zenit,Attaquant,303,5,2,1,30.3,0.0,1.0,2.0,8.0,6.0,1.0,1.0,7.0,3.0,0.0,3.0,4.0,3.0,1.0,0.0,0.0,53.6,56.0,38.0,50.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
Malinovskyi,Atalanta,Milieu,301,5,1,0,38.5,0.0,0.0,0.0,11.0,4.0,3.0,4.0,4.0,6.0,2.0,4.0,2.0,6.0,9.0,0.0,0.0,82.2,143.0,114.0,41.0,31.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Sérgio Oliveira,Porto,Milieu,300,6,1,0,39.7,0.0,0.0,0.0,2.0,1.0,1.0,0.0,14.0,7.0,2.0,5.0,6.0,5.0,1.0,1.0,0.0,77.0,127.0,96.0,45.0,20.0,9.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Karavaev,Zenit,Defenseur,299,4,0,1,38.3,0.0,0.0,4.0,3.0,0.0,2.0,1.0,9.0,2.0,1.0,1.0,5.0,2.0,0.0,1.0,0.0,85.5,115.0,99.0,16.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sowah,Club Brugge,Attaquant,298,5,0,0,38.4,0.0,0.0,0.0,6.0,0.0,3.0,3.0,11.0,7.0,1.0,6.0,4.0,5.0,2.0,0.0,0.0,67.2,110.0,77.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ikoné,LOSC,Milieu,297,5,1,2,35.3,0.0,1.0,15.0,11.0,4.0,2.0,5.0,9.0,0.0,0.0,0.0,1.0,6.0,2.0,4.0,0.0,73.6,97.0,75.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Simakan,Leipzig,Defenseur,297,4,0,0,32.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,22.0,5.0,2.0,3.0,8.0,6.0,3.0,2.0,0.0,92.0,158.0,142.0,100.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lukebakio,Wolfsburg,Attaquant,296,6,0,0,35.9,0.0,0.0,0.0,3.0,0.0,1.0,2.0,5.0,3.0,2.0,1.0,0.0,2.0,4.0,0.0,0.0,79.3,70.0,53.0,50.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rafael Leão,Milan,Attaquant,294,4,1,1,32.4,0.0,3.0,16.0,1.0,1.0,0.0,0.0,6.0,5.0,1.0,4.0,3.0,4.0,2.0,1.0,0.0,73.5,57.0,42.0,27.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Sutormin,Zenit,Milieu,293,4,1,0,34.3,0.0,0.0,0.0,2.0,2.0,0.0,0.0,5.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,89.5,160.0,145.0,33.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Alex Telles,Man. United,Defenseur,293,4,1,0,33.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,13.0,3.0,0.0,3.0,4.0,2.0,6.0,2.0,0.0,88.0,179.0,164.0,21.0,33.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Bernardeschi,Juventus,Milieu,292,5,0,2,36.3,7.0,1.0,7.0,7.0,5.0,1.0,1.0,10.0,2.0,1.0,1.0,2.0,2.0,4.0,0.0,0.0,87.2,131.0,111.0,38.0,18.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adams,Leipzig,Milieu,292,5,0,0,38.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,5.0,3.0,2.0,6.0,2.0,4.0,0.0,89.4,166.0,146.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
